#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
61,"Чого у сні","Твій зайчик пише",35,95,"ukrainian viral pop","Pop","Чого у сні",2023-05-26,03:21,52,69,4,0,34,0,10,-6,G Major,4,2023-09-02,6xHw8gPzCLRrcLBPsS2q4n,"PRIMAT RECORDS / Best music",9B,https://p.scdn.co/mp3-preview/0885210abdb35e16f1e67c4d3137e9b03b41cb3c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a4d1a3ea84491295fc11b52c
62,"Вітром","SAMCHUK",32,178,"","","Вітром",2023-05-30,02:03,52,62,21,0,62,10,30,-5,A#/B♭ Minor,4,2023-09-04,0mS8KbscoAAs5kISWCeQjI,"SAMCHUK",3A,https://p.scdn.co/mp3-preview/c9838fe691989a42fbb10c7ac8eb910d63159b61?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512d4991a280866fbd601d83a2
63,"Ista Si Ko Sve","Cvija,MC Yankoo",40,130,"turbo folk","Folk/Acoustic","Ista Si Ko Sve",2019-02-14,02:52,80,87,0,0,64,0,20,-5,B Major,4,2023-09-04,52IpdvdAnbfh1f0l04XMG3,"IDJTunes",1B,https://p.scdn.co/mp3-preview/d401b6c00e929c6d849e56f3e524f5b6e5b3300a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d39e7edc24118250d39119fa
64,"Armandamyn","Turar",30,110,"","","Armandamyn",2023-03-23,03:22,80,82,17,0,94,20,0,-5,B Minor,4,2023-09-04,1P25BDbJkF02shQxmBiPwB,"Turan Media",10A,https://p.scdn.co/mp3-preview/89b7bd26b0c7dffbdad6622aaf10c36e1ea1c728?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518fa8fc7bc0819e60072eb66b
65,"Неге, неге","Qanat Umbetov",21,106,"","","Неге, неге",2022-04-25,03:07,67,79,28,0,93,10,20,-8,C Minor,4,2023-09-04,2x4iFcEPDeWsYGxPJABzC2,"AGUGAI",5A,https://p.scdn.co/mp3-preview/ccb9a761a49d486840aefa3d58cabcde15979422?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ad2a40f015c33e0edf6044a3
66,"Interstelar","Alexia",54,90,"romanian pop","Pop","Interstelar",2023-04-07,03:22,57,78,1,0,27,0,10,-5,C♯/D♭ Major,4,2023-09-04,47FliwS0uRIa1og7hGQ4qr,"AtoM",3B,https://p.scdn.co/mp3-preview/132aafd543baa27b13249b14e8def5e94ce29caa?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518da174a5a172967f23a7cac6
67,"Buna, ce mai zici?","Ruby,Dorian Popa",41,172,"romanian pop, ","Pop","Buna, ce mai zici?",2015-09-29,03:05,48,67,27,0,38,10,0,-6,F#/G♭ Major,4,2023-09-06,2PMxsrSS8vEy9AXeluXxNs,"Cat Music / Mediapro Music",2B,https://p.scdn.co/mp3-preview/daf674c12f2ed34bb664e1add814d6057f63e221?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514cf927f988402fda147ddbba
68,"Adrenalin","z++",40,151,"croatian hip hop","Hip Hop","18++",2019-09-13,02:25,76,72,33,0,78,0,10,-6,F Minor,4,2023-09-06,6su6BLIBZ3keRaDQncxEOe,"yem",4A,https://p.scdn.co/mp3-preview/13d430c52e1af584404ae1f7a15eab20faaa72d8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b056da865f0ec76ddf544d6d
69,"Шлях","SKYLERR,Golubenko",50,120,"ukrainian pop","Pop","Шлях",2022-12-21,02:15,81,64,12,0,56,10,40,-7,G Minor,4,2023-09-06,3SlLXWuiY7rAa5KPGZTjFn,"ENKO",6A,,https://i.scdn.co/image/ab67616d00004851001b82bb63e4e27be005b18d
70,"Мрієшся","CHEEV",54,144,"ukrainian pop","Pop","Мрієшся",2022-09-30,02:37,64,63,14,0,33,0,10,-6,B Minor,4,2023-09-06,6BGf2maOpSS5aznYkv9BfR,"Secret Service Digital & Publishing LTD",10A,https://p.scdn.co/mp3-preview/6b13d155f47cdaf653fb93753d73eb223e130227?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d2368f88270b50f3d2a070ac
71,"LONELY SUMMER","JUMEX",28,90,"emo rap","Hip Hop","LONELY SUMMER",2021-09-17,02:48,59,81,2,0,29,0,0,-3,G#/A♭ Major,4,2023-09-07,6hYwsb3IHOAtzWi3xB6e1S,"COR/TAN Records",4B,https://p.scdn.co/mp3-preview/ea1d78d7f77891b34431a4a5435f17fc327a38da?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511005609563997e54c9444b6b
72,"Ike","Kida",35,120,"albanian pop","Pop","Orchide",2021-12-21,02:39,50,65,14,0,80,10,30,-5,G#/A♭ Minor,5,2023-09-07,2tIu7VoypMwcDairT7acnu,"Urban",1A,,https://i.scdn.co/image/ab67616d00004851a41e9e5fe612812c641263c1
73,"Аппақ көйлек","Еркебулан Кумаров",32,106,"","","Аппақ көйлек",2022-03-16,03:10,74,92,6,0,85,0,10,-5,C♯/D♭ Minor,4,2023-09-07,0c6iS5XXmR9z0uHPG3xvJO,"ARIDAI (Еркебулан Кумаров)",12A,https://p.scdn.co/mp3-preview/089e2c376587585e7f2711d2d35f765f89144e05?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517c3e2c120505809888ad1e3a
74,"Міраж","Krizz,msblack",39,90,"","","Міраж",2023-04-07,02:17,59,51,2,0,4,0,30,-10,G#/A♭ Major,4,2023-09-07,6X8SmaTQmBWTZiEpY5uiXf,"Mars Music",4B,https://p.scdn.co/mp3-preview/e6fa010a258c62fc82fd739e698a20f571efe141?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851be4b23c68c4a1b798cbc61ab
75,"Звичка","Averin,CHURSANOV",45,128,"ukrainian pop","Pop","Звичка",2023-01-18,02:48,67,54,17,0,21,0,20,-8,G Minor,4,2023-09-10,52DRc2H1jfWAKobKO8SBQn,"Monopoly Music",6A,https://p.scdn.co/mp3-preview/2088821a074878934cb06e8d915c7c39f0e3fdf1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c33b60fa0a161cc6a8568791
76,"Oluja","Teya Dora",46,139,"","","Oluja",2020-03-23,02:53,67,67,29,0,33,0,10,-6,F#/G♭ Minor,4,2023-09-13,5Hw3kiEl4PEeJu5CONfgCg,"Bassivity Digital",11A,https://p.scdn.co/mp3-preview/97fc0ca5720dd418d0edcc2f53265b25920cdb42?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851cfdbc6e805b3cd97d1cc5c95
77,"Градус 100","LOBODA",40,110,"russian pop","Pop","Made in U",2023-03-24,02:27,68,92,11,0,27,10,40,-4,D Minor,4,2023-09-13,3wEi6EHnEI7bJPAEngSsgz,"LOBODA",7A,https://p.scdn.co/mp3-preview/5165d23096a8c6845eec2bc08a1edfbf85af72b8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516793e024dde30b17cdedf796
78,"Эсимде","Бегиш",32,125,"central asian hip hop, kyrgyz hip hop, kyrgyz pop","Hip Hop, Pop","Эсимде",2021-03-07,02:48,77,64,51,0,73,0,10,-4,G#/A♭ Minor,4,2023-09-13,0h0jstUYcAk7ApMThCLPKL,"Infinity Music",1A,https://p.scdn.co/mp3-preview/525db5334014012f13fb48a62e20b627806b60fb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512c1da8f120f9ce478b8d5d66
79,"Очі","LAZANOVSKYI I RIDNYI",39,152,"ukrainian pop","Pop","Етюди",2023-03-30,02:12,64,67,48,0,26,0,20,-6,G#/A♭ Minor,4,2023-09-14,2zfkN0Dnjgaysy7F9r8MkV,"Cтудія "6 Секунд"",1A,https://p.scdn.co/mp3-preview/68a7f35d6f60e38a5b4c933f1381ff749aed396f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517301bab2871ccdc9430119bb
80,"А я не 3нав","Олег Дацко",0,130,"","","Олег Дацко",2014-01-01,03:27,61,90,3,0,43,0,0,-6,F#/G♭ Minor,4,2023-09-14,0XS5fy2KzXrgCSEWMMrOC8,"УМИГ",11A,https://p.scdn.co/mp3-preview/0eb91ca750c3b44cfc5068401a34763585ca02a8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510466ed675369f0c8a092ba0e
81,"Зіронька - Remake 2022","Діти Фрістайла",18,128,"","","Зіронька (Remake 2022)",2023-05-18,03:15,70,74,0,0,88,0,10,-7,G Minor,4,2023-09-14,0QkF51bhuCFdbL4c9pJ4Rr,"Creative Media",6A,https://p.scdn.co/mp3-preview/dcb90c2ab6087fc64f8e77bb0fd4d0ffd3bf2d6f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517e2adb06937e6e2b3b11beca
82,"E Keni Dit","Romeo Veshaj,Ledri Vula",62,95,"albanian pop, albanian hip hop, kosovan pop","Hip Hop, Pop","E Keni Dit",2023-06-20,02:53,83,73,6,0,54,10,20,-5,G#/A♭ Minor,4,2023-09-14,3flWOkcBio7fUkWljCyLwa,"Fole Publishing",1A,https://p.scdn.co/mp3-preview/2f808cf2d741705ddfedd1240b543dabd2db5006?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519f09beb4c99bef1912117573
83,"Залишився сам","REQUITIR",27,122,"","","Залишився сам",2023-03-17,02:12,79,98,77,18,16,20,10,-9,A Minor,4,2023-09-17,6pdSPtz8LR3I4SXNJFdyD9,"REQUITIR MUSIC",8A,https://p.scdn.co/mp3-preview/693ebbbbfb52c08a166690e046878a1f8f13e674?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e132e71f7b7d260de357d384
84,"Leti Leti","Funky G",11,128,"turbo folk","Folk/Acoustic","Kafana Na Balkanu",2008,04:07,65,96,4,0,86,0,30,-4,E Minor,4,2023-09-18,6GCSGzJBtaXsbVTn8uJl3R,"City Records",9A,https://p.scdn.co/mp3-preview/abc52804ad40deb7bc6bcb0b6948a7863771c305?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514fa6aec37c23c9be7f12b709
85,"Ластівки","Chico,Qatoshi",50,123,"ukrainian viral pop, ukrainian hip hop","Hip Hop, Pop","Ластівки",2022-06-19,02:55,83,82,12,0,53,40,20,-7,A Minor,4,2023-09-18,489WGIBYPf4nallnJOHpK6,"Naprocente music",8A,https://p.scdn.co/mp3-preview/d15fd676e81ae8b484a3367a811a0afc4bbfcfe3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851de56429b54e90524c7c25d1c
86,"Душі","Chico,Qatoshi",38,134,"ukrainian viral pop, ukrainian hip hop","Hip Hop, Pop","Душі",2023-02-24,02:44,77,76,27,0,68,0,10,-5,G#/A♭ Minor,4,2023-09-18,1sYZ8LDC4PIOzBjgSQEgrj,"Naprocente music",1A,https://p.scdn.co/mp3-preview/addd2c4cd1ecb69634533bfa94e65a485b26c6a7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851089f2737c097562fc3d038e9
87,"MANDRAGORA","MOLFAR",38,90,"ukrainian pop","Pop","MANDRAGORA",2022-01-28,02:50,55,70,31,0,48,0,30,-5,A Minor,4,2023-09-18,7C3QQ22KxYS1iqKDSAHFCF,"Comp Music",8A,https://p.scdn.co/mp3-preview/230932dbd363eafeb30ef60cc566153bf464f7af?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512a01dd8cf3f88bb9ad0c1db5
88,"Лови Свою Мить","Lacozakri",15,120,"","","Лови Свою Мить",2023-04-20,02:48,78,66,9,0,57,20,10,-9,G#/A♭ Minor,4,2023-09-18,74UuNTT4LBZU1DUotJ19d0,"Naprocente music",1A,https://p.scdn.co/mp3-preview/0956757e28a2215e8050ed224776f4366d674826?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851cf6c3a9497c4733f96b6a049
89,"Небо","SadSvit",56,90,"ukrainian post-punk","","Небо",2022-01-30,03:39,54,79,14,85,61,0,10,-4,F#/G♭ Minor,4,2023-09-21,2qGURS7y8zM7STkxOLgnWO,"Independent",11A,https://p.scdn.co/mp3-preview/70572b03ac92e103b656f2b5757c94fc202ac33b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851dc765ca76591f00acd971a3b
90,"Напевно ти та","De-ne-De",28,95,"","","Для двох",2022-10-24,03:12,69,42,23,1,17,0,10,-10,F#/G♭ Minor,4,2023-09-21,602aICKGVKgGs3ws5ECKbe,"De-ne-De",11A,https://p.scdn.co/mp3-preview/b311c6618100735c525b27aa1cfd8b4fde548f2f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511ecbbe61f6e7813c1bb32d26
91,"Kombinacija","Luka Basi",18,88,"croatian pop, slovenian pop","Pop","Cmc Festival Vodice 2017",2017-04-19,03:45,48,80,7,0,65,0,0,-5,F Minor,4,2023-09-21,5XZ3rmZIYALGOHGkDTgoxo,"Croatia Records",4A,https://p.scdn.co/mp3-preview/ecc1f1559d3e7d2dc94e4550ef85d5f6fe6767d8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851593a22f8736753651ee371da
92,"Namysto","DAYTON",43,176,"ukrainian pop","Pop","Namysto",2020-08-21,03:25,57,81,22,0,60,0,10,-4,C Minor,4,2023-09-21,40poaN9Gg7bbEQTz4LRoUo,"Moon Vinyl s.r.o.",5A,https://p.scdn.co/mp3-preview/cf95746cc7d5c18ac3b4e5048755b4092e4ff6e1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851dd39a4928d57b5d09ac76675
93,"Намалюй","Томмі Версетті",19,160,"","","Намалюй",2022-09-17,02:39,58,52,12,0,41,0,10,-8,C♯/D♭ Minor,4,2023-09-21,0e5G3l9SjgfFYUxsK5cMvt,"Art Sound Media",12A,https://p.scdn.co/mp3-preview/c6adf4e620c4d7685b1bafdfec36665d44cbfee4?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485104773e9bc37d03b88115974a
94,"Люблю, до речі","Pauchek",36,95,"ukrainian pop","Pop","Люблю, до речі",2023-05-05,01:56,78,92,48,0,63,0,20,-4,A Minor,4,2023-09-21,2Qb0xdK7KtxwHWF22Q7G9P,"GLOVA RECORDS",8A,https://p.scdn.co/mp3-preview/37e73fccd0a4b5dece5b6f672e7ebfc26349b5eb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851dea8056d1826aad2721c82bc
95,"Оновлена","Dilemma",36,116,"ukrainian pop","Pop","Оновлена",2020-05-22,03:24,79,69,7,0,44,10,10,-5,A#/B♭ Minor,4,2023-09-21,2rbQW9mHTKHcDfplOTrPiM,"Kontramarka",3A,https://p.scdn.co/mp3-preview/33fe7d666ec4888a5db4a8eae45284f508da1e7d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fb387c36f6ee1d1c2351cf9d
96,"Потреба","FRSHMND,Remy Lights",11,90,"","","Потреба",2023-01-22,02:38,60,39,7,0,55,0,10,-13,F Major,4,2023-09-21,6DYl8InEI1ZprcDAV3VNBX,"FRSHMND",7B,https://p.scdn.co/mp3-preview/eaa0709145f037d59bca2026495af51255cd3a52?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485191043d463f73b84c62e566e4
97,"Королєва","Цвіт Кульбаби",40,140,"ukrainian pop, ukrainian rock","Pop, Rock","Королєва",2016-02-17,02:34,69,98,1,0,96,0,20,-5,A Minor,4,2023-09-21,5xauLzVGTvhfVCJpv3NBU5,"BEST MUSIC",8A,https://p.scdn.co/mp3-preview/a0bdc0a523e767a72ffa3bb39198b98f5305e1ad?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fa26066072fbbe1ae312d1f5
98,"Lume","Spike",49,150,"romanian rap","Hip Hop","Lume",2022-10-14,03:06,68,67,65,0,55,0,10,-5,D#/E♭ Minor,4,2023-09-21,1GJ7e8T48GjSjYRC0Wqjk9,"AtoM",2A,https://p.scdn.co/mp3-preview/acd78f791277fac096338dd1a8cedd8c5d8a8d59?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510e0495d5991c0cdaf3435597
